plant,usage,pkmt,model,od,optn,spd_spec,assy,component,cmp_description,brg_spec,ea,ay,dia_of_ball,num_of_ball,contact_angle,pcd
1842,1,MB0002,DBC 110 II,MB1110 = 'V1325',620203-67105,MB1110V1325;SPD_22F4K_BTCT50_A_BO_REDUCE,HEAD ASSY;SPD_F4K_BTCT50_ABS_REDUCER,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1325',620203-67105,MB1110V1325;SPD_22F4K_BTCT50_A_BO_REDUCE,HEAD ASSY;SPD_F4K_BTCT50_ABS_REDUCER,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1325',620203-67105,MB1110V1325;SPD_22F4K_BTCT50_A_BO_REDUCE,HEAD ASSY;SPD_F4K_BTCT50_ABS_REDUCER,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1325',620203-67105,MB1110V1325;SPD_22F4K_BTCT50_A_BO_REDUCE,HEAD ASSY;SPD_F4K_BTCT50_ABS_REDUCER,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1325',620203-67105,MB1110V1325;SPD_22F4K_BTCT50_A_BO_REDUCE,HEAD ASSY;SPD_F4K_BTCT50_ABS_REDUCER,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1325',620203-67105,MB1110V1325;SPD_22F4K_BTCT50_A_BO_REDUCE,HEAD ASSY;SPD_F4K_BTCT50_ABS_REDUCER,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1325',620203-67105,MB1110V1325;SPD_22F4K_BTCT50_A_BO_REDUCE,HEAD ASSY;SPD_F4K_BTCT50_ABS_REDUCER,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1325',620203-67105,MB1110V1325;SPD_22F4K_BTCT50_A_BO_REDUCE,HEAD ASSY;SPD_F4K_BTCT50_ABS_REDUCER,R10845,"BEARING,BALL;ANGULAR CONTACT",7016UCDB/GLP4,2,EA,13.49375,21,15,102.52
1842,1,MB0002,DBC 110 II,MB1110 = 'V1325',620203-67105,MB1110V1325;SPD_22F4K_BTCT50_A_BO_REDUCE,HEAD ASSY;SPD_F4K_BTCT50_ABS_REDUCER,R10884,"BEARING,BALL;ANGULAR CONTACT",7016ACD/P4AQGA,1,EA,14.288,20,25,102.535
1842,1,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,R10845,"BEARING,BALL;ANGULAR CONTACT",7016UCDB/GLP4,2,EA,13.49375,21,15,102.52
1842,1,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,R10884,"BEARING,BALL;ANGULAR CONTACT",7016ACD/P4AQGA,1,EA,14.288,20,25,102.535
1842,1,MB0002,DBC 110 II,MB1110 = 'V1335',620203-67106,MB1110V1335;SPD_22F4K_BTCT50_A_TSC_REDUC,HEAD ASSY;SPD_F4K_BTCT50_ABS_TSC_REDUCER,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1335',620203-67106,MB1110V1335;SPD_22F4K_BTCT50_A_TSC_REDUC,HEAD ASSY;SPD_F4K_BTCT50_ABS_TSC_REDUCER,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1335',620203-67106,MB1110V1335;SPD_22F4K_BTCT50_A_TSC_REDUC,HEAD ASSY;SPD_F4K_BTCT50_ABS_TSC_REDUCER,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1335',620203-67106,MB1110V1335;SPD_22F4K_BTCT50_A_TSC_REDUC,HEAD ASSY;SPD_F4K_BTCT50_ABS_TSC_REDUCER,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1335',620203-67106,MB1110V1335;SPD_22F4K_BTCT50_A_TSC_REDUC,HEAD ASSY;SPD_F4K_BTCT50_ABS_TSC_REDUCER,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1335',620203-67106,MB1110V1335;SPD_22F4K_BTCT50_A_TSC_REDUC,HEAD ASSY;SPD_F4K_BTCT50_ABS_TSC_REDUCER,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1335',620203-67106,MB1110V1335;SPD_22F4K_BTCT50_A_TSC_REDUC,HEAD ASSY;SPD_F4K_BTCT50_ABS_TSC_REDUCER,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1335',620203-67106,MB1110V1335;SPD_22F4K_BTCT50_A_TSC_REDUC,HEAD ASSY;SPD_F4K_BTCT50_ABS_TSC_REDUCER,R10845,"BEARING,BALL;ANGULAR CONTACT",7016UCDB/GLP4,2,EA,13.49375,21,15,102.52
1842,1,MB0002,DBC 110 II,MB1110 = 'V1335',620203-67106,MB1110V1335;SPD_22F4K_BTCT50_A_TSC_REDUC,HEAD ASSY;SPD_F4K_BTCT50_ABS_TSC_REDUCER,R10884,"BEARING,BALL;ANGULAR CONTACT",7016ACD/P4AQGA,1,EA,14.288,20,25,102.535
1842,1,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,R10845,"BEARING,BALL;ANGULAR CONTACT",7016UCDB/GLP4,2,EA,13.49375,21,15,102.52
1842,1,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,R10884,"BEARING,BALL;ANGULAR CONTACT",7016ACD/P4AQGA,1,EA,14.288,20,25,102.535
1842,1,MB0002,DBC 110 II,MB1110 = 'V1385',620203-67107,MB1110V1385;SPD_22F4K_DIN50_A_BO_REDUCER,HEAD ASSY;SPD_F4K_DIN50_ABS_REDUCER,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1385',620203-67107,MB1110V1385;SPD_22F4K_DIN50_A_BO_REDUCER,HEAD ASSY;SPD_F4K_DIN50_ABS_REDUCER,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1385',620203-67107,MB1110V1385;SPD_22F4K_DIN50_A_BO_REDUCER,HEAD ASSY;SPD_F4K_DIN50_ABS_REDUCER,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1385',620203-67107,MB1110V1385;SPD_22F4K_DIN50_A_BO_REDUCER,HEAD ASSY;SPD_F4K_DIN50_ABS_REDUCER,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1385',620203-67107,MB1110V1385;SPD_22F4K_DIN50_A_BO_REDUCER,HEAD ASSY;SPD_F4K_DIN50_ABS_REDUCER,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1385',620203-67107,MB1110V1385;SPD_22F4K_DIN50_A_BO_REDUCER,HEAD ASSY;SPD_F4K_DIN50_ABS_REDUCER,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1385',620203-67107,MB1110V1385;SPD_22F4K_DIN50_A_BO_REDUCER,HEAD ASSY;SPD_F4K_DIN50_ABS_REDUCER,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1385',620203-67107,MB1110V1385;SPD_22F4K_DIN50_A_BO_REDUCER,HEAD ASSY;SPD_F4K_DIN50_ABS_REDUCER,R10845,"BEARING,BALL;ANGULAR CONTACT",7016UCDB/GLP4,2,EA,13.49375,21,15,102.52
1842,1,MB0002,DBC 110 II,MB1110 = 'V1385',620203-67107,MB1110V1385;SPD_22F4K_DIN50_A_BO_REDUCER,HEAD ASSY;SPD_F4K_DIN50_ABS_REDUCER,R10884,"BEARING,BALL;ANGULAR CONTACT",7016ACD/P4AQGA,1,EA,14.288,20,25,102.535
1842,1,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,R10845,"BEARING,BALL;ANGULAR CONTACT",7016UCDB/GLP4,2,EA,13.49375,21,15,102.52
1842,1,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,R10884,"BEARING,BALL;ANGULAR CONTACT",7016ACD/P4AQGA,1,EA,14.288,20,25,102.535
1842,1,MB0002,DBC 110 II,MB1110 = 'V1395',620203-67108,MB1110V1395;SPD_22F4K_DIN50_A_TSC_REDUCE,HEAD ASSY;SPD_F4K_DIN50_ABS_TSC_REDUCER,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1395',620203-67108,MB1110V1395;SPD_22F4K_DIN50_A_TSC_REDUCE,HEAD ASSY;SPD_F4K_DIN50_ABS_TSC_REDUCER,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1842,1,MB0002,DBC 110 II,MB1110 = 'V1395',620203-67108,MB1110V1395;SPD_22F4K_DIN50_A_TSC_REDUCE,HEAD ASSY;SPD_F4K_DIN50_ABS_TSC_REDUCER,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1395',620203-67108,MB1110V1395;SPD_22F4K_DIN50_A_TSC_REDUCE,HEAD ASSY;SPD_F4K_DIN50_ABS_TSC_REDUCER,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1395',620203-67108,MB1110V1395;SPD_22F4K_DIN50_A_TSC_REDUCE,HEAD ASSY;SPD_F4K_DIN50_ABS_TSC_REDUCER,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1395',620203-67108,MB1110V1395;SPD_22F4K_DIN50_A_TSC_REDUCE,HEAD ASSY;SPD_F4K_DIN50_ABS_TSC_REDUCER,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1395',620203-67108,MB1110V1395;SPD_22F4K_DIN50_A_TSC_REDUCE,HEAD ASSY;SPD_F4K_DIN50_ABS_TSC_REDUCER,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1842,1,MB0002,DBC 110 II,MB1110 = 'V1395',620203-67108,MB1110V1395;SPD_22F4K_DIN50_A_TSC_REDUCE,HEAD ASSY;SPD_F4K_DIN50_ABS_TSC_REDUCER,R10845,"BEARING,BALL;ANGULAR CONTACT",7016UCDB/GLP4,2,EA,13.49375,21,15,102.52
1842,1,MB0002,DBC 110 II,MB1110 = 'V1395',620203-67108,MB1110V1395;SPD_22F4K_DIN50_A_TSC_REDUCE,HEAD ASSY;SPD_F4K_DIN50_ABS_TSC_REDUCER,R10884,"BEARING,BALL;ANGULAR CONTACT",7016ACD/P4AQGA,1,EA,14.288,20,25,102.535
1840,E,MB0002,DBC 110 II,MB1110 = 'V1320',620203-20989,MB1110V1320;SPD_22F4K_BTCT50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1840,E,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1840,E,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1840,E,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,140101-00156A,"BEARING,ANGULAR BALL",7934CATADBBELP4U214,1,EA,17.462,30,15,199.924
1840,E,MB0002,DBC 110 II,MB1110 = 'V1320',620203-20989,MB1110V1320;SPD_22F4K_BTCT50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1840,E,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1840,E,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1840,E,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,140101-00157A,"BEARING,ANGULAR BALL",7932CTYNDBELP4U214,1,EA,17.462,27,15,189.924
1840,E,MB0002,DBC 110 II,MB1110 = 'V1320',620203-20989,MB1110V1320;SPD_22F4K_BTCT50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,140101-00271,"BEARING,RADIAL BALL","#6009,P5",2,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1320',620203-20989,MB1110V1320;SPD_22F4K_BTCT50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,140101-00472,"BEARING,RADIAL BALL",6016P5,2,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1320',620203-20989,MB1110V1320;SPD_22F4K_BTCT50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,P60003572,"BEARING,ANGULAR CONTACT",35TAC72CSUHPN7C,3,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1320',620203-20989,MB1110V1320;SPD_22F4K_BTCT50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,R10806,"BEARING,BALL;RADIAL",6207ZZ-P5,1,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1320',620203-20989,MB1110V1320;SPD_22F4K_BTCT50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1330',620203-36810,MB1110V1330;SPD_22F4K_BTCT50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS_TSC,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1390',620203-36811,MB1110V1390;SPD_22F4K_DIN50_ABS_TSC_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS_TSC,R10840,"BEARING,BALL;ANGULAR CONTACT",7210CDB/GNP5,1,EA,,,,
1840,E,MB0002,DBC 110 II,MB1110 = 'V1320',620203-20989,MB1110V1320;SPD_22F4K_BTCT50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_BTCT50_ABS,R10845,"BEARING,BALL;ANGULAR CONTACT",7016UCDB/GLP4,2,EA,13.49375,21,15,102.52
1840,E,MB0002,DBC 110 II,MB1110 = 'V1380',620203-20990,MB1110V1380;SPD_22F4K_DIN50_ABS_BO_HBM,HEAD ASSY;SPINDLE_F4K_DIN50_ABS,R10845,"BEARING,BALL;ANGULAR CONTACT",7016UCDB/GLP4,2,EA,13.49375,21,15,102.52
