plant,usage,pkmt,model,od,optn,spd_spec,assy,component,cmp_description,brg_spec,ea,ay,dia_of_ball,num_of_ball,contact_angle,pcd
1840,H,ML0002,LYNX 210B, MT1110 = 'V0110',620203-34501,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,H,ML0002,LYNX 210B, MT1610 = 'V0010',620203-16262,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY;MAIN SPINDLE,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0003,LYNX 220GA,MT1110 = 'V0020',620203-13692,MT1110V0020;MS/LS BE_2A_B53_6000,HEAD ASSY;AND SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0003,LYNX 220GA,MT1110 = 'V0030',620203-13693,MT1110V0030;MS/LS BE_2A_B53_6000_5 DEG,HEAD ASSY;AND SPINDLE(5-DEGREE),R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0003,LYNX 220GA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0003,LYNX 220GA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0003,LYNX 220GA,MT1110 = 'V0020',620203-13692,MT1110V0020;MS/LS BE_2A_B53_6000,HEAD ASSY;AND SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,E,ML0003,LYNX 220GA,MT1110 = 'V0030',620203-13693,MT1110V0030;MS/LS BE_2A_B53_6000_5 DEG,HEAD ASSY;AND SPINDLE(5-DEGREE),140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0003,LYNX 220GA,MT1110 = 'V0020',620203-13692,MT1110V0020;MS/LS BE_2A_B53_6000,HEAD ASSY;AND SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,K,ML0003,LYNX 220GA,MT1110 = 'V0030',620203-13693,MT1110V0030;MS/LS BE_2A_B53_6000_5 DEG,HEAD ASSY;AND SPINDLE(5-DEGREE),R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,K,ML0003,LYNX 220GA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0003,LYNX 220GA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0003,LYNX 220GA,MT1110 = 'V0020',620203-13692,MT1110V0020;MS/LS BE_2A_B53_6000,HEAD ASSY;AND SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0003,LYNX 220GA,MT1110 = 'V0030',620203-13693,MT1110V0030;MS/LS BE_2A_B53_6000_5 DEG,HEAD ASSY;AND SPINDLE(5-DEGREE),140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0005,LYNX 220 ALPHA-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0005,LYNX 220 ALPHA-NT,MT1610 = 'V0020',620203-12616,MT1610V0020;MS/LS_2A_POSIT. CODE_SIEMES,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0005,LYNX 220 ALPHA-NT,MT1110 = 'V0010',620203-12615,MT1110V0010;MS/LS BE_2A_B46_5000/7000,HEAD STOCK ASSY,R10909,"BEARING,BALL;ANGULAR",80BER10STYNDBDELP4,1,EA,9.525,26,25,101.385
1840,K,ML0005,LYNX 220 ALPHA-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0005,LYNX 220 ALPHA-NT,MT1610 = 'V0020',620203-12616,MT1610V0020;MS/LS_2A_POSIT. CODE_SIEMES,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0006,LYNX 220A-NT,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0006,LYNX 220A-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0006,LYNX 220A-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0006,LYNX 220A-NT,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0006,LYNX 220A-NT,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,K,ML0006,LYNX 220A-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0006,LYNX 220A-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0006,LYNX 220A-NT,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,E,ML0007,LYNX 220B-NT,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0007,LYNX 220B-NT,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,E,ML0007,LYNX 220B-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0007,LYNX 220B-NT,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0007,LYNX 220B-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0007,LYNX 220B-NT,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,K,ML0007,LYNX 220B-NT,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,K,ML0007,LYNX 220B-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0007,LYNX 220B-NT,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,K,ML0007,LYNX 220B-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0008,LYNX 220C-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0008,LYNX 220C-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,E,ML0008,LYNX 220C-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0008,LYNX 220C-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0008,LYNX 220C-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0008,LYNX 220C-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0008,LYNX 220C-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,K,ML0008,LYNX 220C-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0008,LYNX 220C-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0008,LYNX 220C-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0009,LYNX 220A-GL-NT,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0009,LYNX 220A-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0009,LYNX 220A-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0009,LYNX 220A-GL-NT,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0009,LYNX 220A-GL-NT,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,K,ML0009,LYNX 220A-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0009,LYNX 220A-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0009,LYNX 220A-GL-NT,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,E,ML0010,LYNX 220B-GL-NT,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0010,LYNX 220B-GL-NT,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,E,ML0010,LYNX 220B-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0010,LYNX 220B-GL-NT,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0010,LYNX 220B-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0011,LYNX 220C-GL-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0011,LYNX 220C-GL-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,E,ML0011,LYNX 220C-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0011,LYNX 220C-GL-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0011,LYNX 220C-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0011,LYNX 220C-GL-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0011,LYNX 220C-GL-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,K,ML0011,LYNX 220C-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0011,LYNX 220C-GL-NT,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0011,LYNX 220C-GL-NT,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0012,LYNX 220 ALPHA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0012,LYNX 220 ALPHA,MT1610 = 'V0020',620203-12616,MT1610V0020;MS/LS_2A_POSIT. CODE_SIEMES,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0012,LYNX 220 ALPHA,MT1110 = 'V0010',620203-12615,MT1110V0010;MS/LS BE_2A_B46_5000/7000,HEAD STOCK ASSY,R10909,"BEARING,BALL;ANGULAR",80BER10STYNDBDELP4,1,EA,9.525,26,25,101.385
1840,K,ML0012,LYNX 220 ALPHA,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0012,LYNX 220 ALPHA,MT1610 = 'V0020',620203-12616,MT1610V0020;MS/LS_2A_POSIT. CODE_SIEMES,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0013,LYNX 220A,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0013,LYNX 220A,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0013,LYNX 220A,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0013,LYNX 220A,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,K,ML0013,LYNX 220A,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,K,ML0013,LYNX 220A,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0013,LYNX 220A,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0013,LYNX 220A,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,140105-00106,BEARING;ANGULAR BALL,2LA-HSE018ADT2DBTCS00P4,1,EA,,,,
1840,E,ML0014,LYNX 220B,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0014,LYNX 220B,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,E,ML0014,LYNX 220B,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0014,LYNX 220B,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,E,ML0014,LYNX 220B,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0014,LYNX 220B,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,K,ML0014,LYNX 220B,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,R11292,"BEARING,ROLLER;CYL. D/ROW",NN3018HSKC0NAUP-9,1,EA,11,26,0,116
1840,K,ML0014,LYNX 220B,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0014,LYNX 220B,MT1110 = 'V0110',620203-04478,MT1110V0110;MS/LS BE_2A_B61_5000,HEAD STOCK ASSY,140101-01367,"BEARING,BALL;ANGULAR",100BER10ETYNDBDCP5P4YU214,1,EA,11.112,28,25,125.042
1840,K,ML0014,LYNX 220B,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0015,LYNX 220C,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0015,LYNX 220C,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,E,ML0015,LYNX 220C,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0015,LYNX 220C,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,E,ML0015,LYNX 220C,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0015,LYNX 220C,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0015,LYNX 220C,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,R11294,"BEARING,ROLLER;CYL. D/ROW",NN3020HSKC0NAUP-11,1,EA,11,28,0,126
1840,K,ML0015,LYNX 220C,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,K,ML0015,LYNX 220C,MT1110 = 'V0280',620203-05373,MT1110V0280;MS/LS BE_2A_B76_4000/4500,HEAD STOCK ASSY,140101-01216,"BEARING,BALL;ANGULAR",2LA-HSE022ADT2DBT/GNUP-4,1,EA,,,,
1840,K,ML0015,LYNX 220C,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0016,LYNX 220A-GL,MT1110 = 'V0020',620203-04204,MT1110V0020;MS/LS BE_2A_B53_6000,SPINDLE ASSY;H/S BODY & SPINDLE,R11293,"BEARING,ROLLER;CYL. D/ROW",NN3016HSKC0NAUP-9,1,EA,10,24,0,102.5
1840,E,ML0016,LYNX 220A-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
1840,E,ML0016,LYNX 220A-GL,MT1610 = 'V0010',620203-04205,MT1610V0010;MS/LS_2A_POSITION CODE,POSITION CODER ASSY,S6001650,"BEARING,BALL;RADIAL",#6005ZZ,2,EA,6.35,10,0,35.5
